cd4,cd8b,cd3,cd8
294,127,69,173
244,218,131,172
339,294,251,253
109,135,80,600
418,128,422,40
127,16,316,59
144,342,275,653
174,141,115,158
242,133,58,190
333,310,276,310
360,296,236,357
336,498,357,771
339,79,296,210
100,359,197,613
97,69,280,505
238,68,114,161
249,113,97,167
536,306,432,327
308,214,146,211
214,207,117,220
155,196,79,161
241,138,175,64
132,53,24,242
179,188,183,217
102,131,230,339
468,473,348,675
411,325,290,399
242,180,141,23
309,328,233,305
226,167,148,41
257,234,83,174
237,162,134,256
340,360,238,617
520,400,381,375
415,143,451,235
393,231,210,615
481,156,333,103
244,231,215,262
241,249,183,629
454,580,431,799
244,151,226,162
262,121,115,147
160,166,73,160
237,121,115,125
302,442,338,719
344,163,154,262
240,184,141,262
403,45,335,83
248,184,117,212
285,226,202,215
257,171,138,213
113,34,439,183
107,123,79,147
507,586,489,768
308,284,227,251
153,387,253,640
86,172,15,259
447,353,326,341
300,191,132,241
467,387,306,450
525,358,481,623
443,367,291,368
461,497,440,709
287,202,392,601
207,153,121,239
226,218,109,221
408,424,359,714
311,240,168,142
232,13,119,109
307,293,219,173
482,302,456,278
255,118,135,169
416,329,248,351
474,293,398,287
274,188,192,194
260,217,100,115
250,139,57,223
599,330,507,259
210,95,163,110
467,553,463,716
363,172,235,181
157,107,26,122
351,304,262,357
449,229,367,201
485,494,426,665
242,198,89,80
163,188,132,219
121,229,24,223
454,43,419,145
373,92,315,73
134,148,13,491
538,357,470,420
202,121,94,159
422,206,314,269
283,258,111,209
504,88,440,175
308,68,359,169
279,230,151,99
297,286,195,332
300,244,230,242
551,346,469,333
420,333,293,306
263,215,100,214
313,237,170,365
522,536,455,787
212,239,191,254
420,376,326,382
352,33,254,81
191,146,79,524
227,170,141,301
309,150,120,192
95,80,1,212
146,116,115,164
225,188,126,159
156,453,310,677
240,187,123,130
141,93,77,481
445,539,402,762
325,279,188,239
163,315,308,599
251,376,233,639
252,223,223,160
254,274,206,249
154,37,11,280
122,435,278,693
129,348,225,632
415,155,327,65
142,54,33,233
268,146,192,202
300,367,367,590
357,300,213,241
277,198,98,225
424,343,312,335
270,49,151,162
478,444,338,721
106,101,276,596
249,153,74,111
232,198,153,118
235,105,66,252
420,410,413,728
219,184,143,201
334,117,281,235
157,82,110,169
253,50,75,45
317,104,24,127
369,458,370,739
255,187,149,204
385,331,313,366
317,75,283,159
324,165,62,78
398,355,262,331
408,318,271,345
48,73,326,100
203,210,148,255
70,37,26,21
370,321,237,288
246,204,95,215
309,206,166,123
203,169,132,107
471,254,388,251
98,443,368,633
197,124,109,215
286,131,110,204
388,486,338,705
454,391,316,386
444,498,371,760
369,76,340,190
120,63,311,659
238,112,124,186
436,89,418,154
290,247,345,463
434,241,311,624
191,136,13,446
244,197,132,229
351,197,217,282
259,221,177,251
282,196,135,211
272,236,145,239
237,248,217,296
284,224,72,330
124,89,190,541
244,210,151,272
146,147,30,187
285,267,232,701
203,169,146,213
331,363,278,588
273,110,136,92
198,185,98,143
136,275,217,692
252,196,85,151
325,245,57,255
422,346,274,345
258,167,106,105
281,214,102,207
305,145,83,194
337,274,146,193
397,416,373,703
408,141,215,148
296,195,89,235
258,117,110,238
280,66,273,198
48,69,90,238
292,106,204,110
306,198,163,226
346,406,294,631
268,201,191,126
569,468,489,770
250,198,114,163
177,152,254,276
137,164,4,153
286,135,71,72
314,258,308,293
461,100,271,169
256,173,126,165
427,493,384,726
101,56,116,170
121,136,126,329
296,210,179,274
239,183,169,265
187,96,92,229
464,223,390,268
110,539,395,715
170,126,130,245
286,173,117,145
166,166,405,650
206,176,116,168
271,103,168,113
195,71,108,255
176,124,112,219
65,37,98,553
171,46,70,173
446,565,448,826
333,412,279,615
266,131,102,179
213,176,133,215
259,211,198,47
244,276,258,640
99,64,508,109
237,186,119,241
167,113,67,322
429,383,396,471
187,156,151,117
210,117,45,199
334,297,250,321
317,301,156,307
304,177,271,185
385,67,302,142
419,510,386,709
222,211,55,127
272,264,171,253
132,31,77,42
420,315,306,333
131,387,241,668
397,368,284,363
142,444,322,777
392,356,502,428
254,187,130,231
226,162,139,148
149,159,38,174
257,172,160,109
497,293,477,274
202,125,163,190
265,184,173,200
273,241,107,263
220,52,136,191
276,244,143,78
257,149,188,209
113,79,286,528
425,108,260,130
92,57,51,89
210,190,168,211
313,193,189,176
124,138,33,214
307,201,154,200
327,332,220,674
225,179,112,198
154,66,21,182
153,201,188,619
263,223,195,258
318,180,205,169
471,237,426,720
301,228,161,276
469,481,406,712
175,408,275,651
120,160,112,235
205,227,121,224
335,139,391,287
166,72,79,525
207,167,100,297
281,102,246,195
126,119,42,130
108,109,18,450
88,307,385,633
414,348,246,361
203,171,108,137
296,140,175,135
379,241,246,282
361,294,217,524
476,341,384,686
302,473,363,635
56,112,69,189
247,196,204,184
445,261,421,308
283,190,169,180
265,171,141,72
231,111,217,139
85,84,46,236
418,369,276,329
147,184,285,554
405,406,340,683
209,207,170,100
279,232,197,229
175,117,88,377
121,120,41,384
167,63,47,177
216,208,152,109
302,186,106,181
361,347,246,307
299,239,158,286
313,151,83,192
215,141,124,158
215,222,80,249
253,245,130,146
256,142,98,222
136,135,90,115
194,208,108,235
296,206,202,222
302,202,168,190
134,348,212,667
284,325,292,723
206,229,153,133
246,215,190,183
265,195,158,166
203,180,148,185
351,247,126,211
179,51,113,135
303,124,300,200
192,165,48,159
270,206,209,248
237,139,101,53
297,266,70,246
333,233,237,167
223,165,99,214
241,206,125,281
271,200,170,216
121,53,51,180
194,182,203,199
201,183,115,227
241,213,166,212
223,184,69,279
